# ACTS Test Suite Generation: Tue Dec 15 09:46:01 JST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 101
# Number of configurations: 11442
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
2,32,23,5,4,32,0,1,1,6,34,4,65
8,32,32,14,2,33,2,0,0,7,9,81,66
3,32,0,11,5,34,3,1,0,8,32,1,67
4,32,21,11,0,35,2,1,0,9,22,5,68
9,32,52,12,0,36,1,4,0,10,23,8,69
8,32,57,8,2,37,2,4,1,11,39,36,70
8,32,49,13,3,38,5,4,0,12,0,9,71
6,32,59,6,2,39,4,1,1,13,5,26,72
1,32,1,1,5,40,1,1,0,14,37,40,73
6,32,2,11,6,41,1,3,1,15,19,45,74
9,32,27,4,2,42,4,4,1,16,25,49,75
4,32,33,4,0,43,1,4,0,17,28,52,76
4,32,15,4,1,44,3,2,1,18,9,56,77
4,32,31,12,5,45,5,4,1,19,21,57,78
9,32,50,11,2,46,4,4,0,20,34,58,79
8,32,35,12,6,47,2,0,1,21,36,59,80
3,32,4,8,1,48,1,1,1,22,7,71,81
3,32,20,5,3,49,1,1,1,23,40,76,82
4,32,43,10,0,50,2,4,1,24,8,98,83
1,32,24,7,1,51,2,1,1,25,18,48,84
6,32,55,10,4,52,2,0,0,26,15,55,85
1,32,34,5,3,53,5,3,1,27,20,60,86
8,32,36,13,2,54,1,4,0,28,20,61,87
6,32,25,0,1,55,2,4,0,29,8,62,88
7,32,44,14,1,56,1,1,0,30,11,69,89
1,32,63,12,4,57,4,1,0,31,16,70,90
8,32,7,1,4,58,3,1,0,32,4,74,91
2,32,61,4,2,59,5,3,0,33,5,75,92
9,32,62,9,3,60,3,2,0,34,6,77,93
5,32,74,5,6,61,3,2,1,35,16,93,94
7,32,11,9,5,62,1,1,0,36,35,94,95
1,32,30,4,3,63,1,4,1,37,27,7,96
3,32,29,2,4,64,2,0,0,38,14,27,97
2,32,53,7,6,65,1,0,1,39,8,28,98
4,32,28,3,4,66,5,4,1,40,17,30,99
2,32,51,5,3,67,5,0,0,73,23,31,100
4,32,37,14,1,68,4,4,1,42,30,34,0
9,32,48,10,4,69,2,4,0,43,31,35,1
7,32,41,15,3,70,4,4,0,45,6,38,2
9,32,22,0,2,71,3,4,0,46,40,46,3
9,32,23,5,0,72,5,0,1,47,43,68,4
4,32,24,14,5,73,1,2,0,48,31,72,5
6,32,27,11,5,74,1,3,0,49,22,73,6
3,32,35,0,5,75,4,2,1,50,2,89,7
9,32,36,7,1,76,0,3,1,54,38,44,8
2,32,65,1,4,77,2,1,1,55,2,51,9
4,32,2,7,0,78,2,0,0,56,3,54,10
9,32,7,14,1,79,2,4,0,57,18,50,11
2,32,11,11,3,80,4,1,1,58,27,25,12
8,32,5,9,4,81,2,1,1,59,6,43,13
3,32,6,4,1,82,1,2,0,60,11,47,14
2,32,18,3,5,83,3,0,0,61,41,53,15
5,32,29,14,1,84,4,3,1,62,31,67,16
6,32,60,10,0,85,0,0,0,63,3,41,17
9,32,63,14,2,86,5,1,0,64,3,63,18
8,32,71,4,3,87,0,2,0,65,8,65,19
5,32,58,15,4,88,1,0,0,66,25,66,20
7,32,59,11,3,89,4,1,1,67,16,39,21
1,32,69,7,2,90,5,1,1,68,14,16,22
4,32,3,8,5,91,1,2,0,69,37,64,23
9,32,10,0,4,92,3,2,1,70,43,22,24
8,32,38,15,5,93,2,2,0,71,8,29,25
2,32,39,14,0,94,2,3,0,72,15,37,26
6,32,74,13,3,95,5,3,1,44,39,21,27
4,32,5,15,4,96,3,3,0,51,38,24,28
3,32,33,14,0,97,1,1,0,52,33,33,29
3,32,67,1,6,98,2,0,1,53,34,32,30
6,32,8,8,3,99,2,4,1,73,16,12,31
1,32,12,8,3,100,1,2,1,74,22,10,32
7,33,15,15,1,0,1,4,1,76,19,14,34
1,33,17,0,2,1,5,2,0,77,28,15,35
3,33,28,11,3,2,0,0,0,78,9,18,36
5,33,31,12,5,3,3,1,0,79,32,19,37
6,33,34,2,6,4,4,3,1,80,27,23,38
8,33,50,5,4,5,2,1,0,81,29,78,39
9,33,54,7,0,6,4,1,1,82,43,81,40
2,33,4,10,5,7,2,2,1,83,12,82,41
4,33,44,13,1,8,1,2,1,84,8,83,42
3,33,56,3,6,9,0,3,0,85,0,84,43
4,33,68,6,1,10,5,0,0,86,30,85,44
3,33,73,8,0,11,4,2,0,87,10,86,45
6,33,9,9,1,12,1,0,1,88,30,87,46
6,33,42,4,0,13,2,2,0,89,5,9,47
8,33,45,1,6,14,2,4,1,90,23,80,48
9,33,46,14,2,15,5,0,0,91,13,11,49
5,33,47,10,0,16,5,0,1,92,25,42,50
8,33,48,10,1,17,3,4,0,93,41,8,51
6,33,49,3,6,18,4,2,1,94,17,13,52
6,33,30,8,1,19,5,3,1,95,4,20,53
2,33,66,9,0,20,3,0,1,96,24,17,54
2,33,14,4,1,21,1,1,1,97,40,6,55
8,33,36,14,3,22,4,3,1,98,14,7,56
1,33,37,15,6,23,0,3,1,99,34,16,57
5,33,57,9,6,24,5,1,1,0,24,90,58
8,33,40,12,5,25,4,3,1,1,28,4,59
7,33,52,4,0,26,4,0,0,2,33,91,60
4,33,70,6,3,27,4,1,1,3,37,92,61
5,33,25,8,5,28,1,0,0,4,39,79,62
2,33,0,3,4,29,0,2,0,5,42,98,63
5,33,1,3,1,30,5,1,1,6,7,12,64
6,33,6,1,2,31,3,1,1,7,15,28,65
7,33,19,6,4,32,4,3,0,8,18,88,66
4,33,20,0,3,33,5,4,0,9,20,95,67
6,33,32,1,1,34,1,3,1,10,26,96,68
6,33,53,15,4,35,2,0,0,11,35,97,69
7,33,26,8,2,36,5,2,1,12,7,99,70
4,33,27,8,4,37,1,1,1,13,36,3,71
4,33,35,0,5,38,3,1,1,14,2,2,72
6,33,43,2,5,39,4,1,0,15,11,10,73
6,33,22,10,4,40,5,1,0,16,40,26,74
1,33,16,5,3,41,0,0,1,17,27,29,75
5,33,64,2,2,42,4,4,0,18,31,31,76
1,33,72,2,0,43,5,4,0,19,35,33,77
6,33,2,10,0,44,1,3,1,20,8,35,78
1,33,62,12,2,45,4,3,1,21,16,37,79
8,33,13,8,5,46,0,2,1,22,37,40,80
8,33,65,5,2,47,2,3,1,23,38,46,81
9,33,21,9,3,48,0,0,1,24,9,49,82
7,33,39,0,6,49,5,4,1,25,41,55,83
4,33,29,14,2,50,2,3,1,26,22,56,84
5,33,61,14,5,51,4,2,0,27,26,57,85
9,33,10,13,1,52,3,4,1,28,32,59,86
1,33,41,8,3,53,3,1,0,29,1,63,87
6,33,69,10,5,54,0,3,0,30,29,64,88
2,33,18,5,3,55,5,1,1,31,22,65,89
2,33,71,11,2,56,0,4,1,32,33,66,90
7,33,23,12,0,57,3,1,1,33,35,71,91
8,33,55,3,5,58,0,0,0,34,23,94,92
5,33,63,10,5,59,5,2,0,35,26,5,93
3,33,5,15,0,60,3,2,1,36,32,21,94
6,33,24,14,0,61,3,1,1,37,25,27,95
5,33,3,15,4,62,2,2,0,38,7,32,96
1,33,8,4,4,63,5,2,1,39,17,34,97
2,33,59,13,4,64,0,3,0,40,42,67,98
5,33,60,7,0,65,2,0,0,41,1,68,99
9,33,67,1,2,66,3,4,0,42,3,69,100
7,33,74,11,2,67,5,0,0,75,6,70,0
3,33,11,14,4,68,1,2,0,44,13,72,1
9,33,12,14,0,69,4,2,1,46,42,73,2
1,33,19,8,2,70,0,3,0,47,12,74,3
6,33,26,15,5,71,3,4,1,48,19,93,4
6,33,7,4,6,72,5,0,0,49,4,30,5
1,33,44,3,5,73,3,0,0,50,25,38,6
8,33,51,6,3,74,0,0,0,52,21,45,7
7,33,52,11,2,75,2,0,1,53,39,47,8
5,33,38,11,1,76,0,0,1,56,28,50,9
6,33,50,4,1,77,2,0,1,57,39,1,10
1,33,33,7,1,78,5,0,0,58,9,53,11
6,33,42,10,6,79,3,3,0,59,7,54,12
4,33,46,6,6,80,1,4,1,60,26,58,13
2,33,47,14,4,81,2,2,0,61,31,36,14
6,33,49,7,0,82,2,0,0,62,15,39,15
6,33,58,15,1,83,2,1,1,63,14,62,16
5,33,68,4,1,84,0,3,1,64,18,52,17
6,33,25,14,5,85,2,0,0,65,33,60,18
6,33,37,11,6,86,5,0,1,66,10,61,19
2,33,57,10,5,87,2,3,1,67,11,22,20
1,33,64,0,1,88,0,1,1,68,9,25,21
4,33,56,7,4,89,3,2,0,69,4,48,22
6,33,62,3,6,90,5,3,0,70,33,51,23
3,33,72,3,6,91,5,4,1,71,36,75,24
9,33,13,15,0,92,3,3,1,72,3,24,25
9,33,15,9,2,93,3,3,0,73,14,43,26
6,33,31,1,4,94,4,4,0,74,13,44,27
4,33,17,2,4,95,0,3,1,75,41,41,28
7,33,32,4,0,96,4,2,1,45,18,77,29
6,33,70,7,3,97,2,0,0,51,26,89,30
5,33,48,10,4,98,1,0,0,55,17,90,31
8,33,22,14,0,99,0,0,1,76,11,76,32
9,33,23,4,2,100,0,2,0,54,30,79,33
7,34,0,15,1,0,1,4,1,78,38,19,35
1,34,9,0,2,1,5,2,0,79,34,23,36
3,34,30,11,3,2,0,0,0,80,20,78,37
5,34,73,12,5,3,3,1,1,81,11,81,38
6,34,28,2,6,4,4,3,0,82,15,82,39
8,34,1,5,4,5,2,4,1,83,23,83,40
9,34,2,7,0,6,0,3,1,84,30,84,41
2,34,6,10,6,7,2,4,0,85,1,85,42
4,34,7,13,4,8,2,2,0,86,6,86,43
8,34,40,3,4,9,5,3,0,87,2,87,44
7,34,54,6,0,10,1,1,0,88,3,88,45
7,34,20,8,3,11,3,4,0,89,43,15,46
2,34,26,9,2,12,2,1,1,90,36,42,47
5,34,35,4,3,13,4,3,0,91,18,14,48
2,34,48,1,5,14,4,2,0,92,37,17,49
1,34,4,14,5,15,3,0,1,93,5,18,50
6,34,36,11,0,16,2,0,0,94,24,11,51
1,34,38,4,6,17,4,1,1,95,0,80,52
5,34,34,2,1,18,5,0,1,96,22,6,53
6,34,39,0,5,19,3,1,0,97,27,13,54
3,34,61,9,1,20,0,4,1,98,12,8,55
2,34,62,12,5,21,2,1,1,99,19,95,56
2,34,45,9,1,22,1,0,0,0,41,1,57
9,34,51,3,3,23,3,4,0,1,4,9,58
2,34,21,8,3,24,3,0,0,2,13,24,59
3,34,16,6,6,25,1,0,1,3,32,99,60
1,34,17,9,1,26,2,4,0,4,25,25,61
8,34,47,3,0,27,3,0,0,5,28,26,62
5,34,57,3,1,28,4,4,1,6,10,3,63
2,34,60,1,6,29,1,3,1,7,20,4,64
5,34,64,14,4,30,2,3,1,8,29,91,65
1,34,8,2,5,31,0,0,1,9,35,94,66
6,34,15,13,5,32,0,3,1,10,31,7,67
8,34,52,11,3,33,0,0,0,11,17,92,68
3,34,14,6,1,34,5,0,0,12,29,93,69
6,34,29,7,5,35,0,0,0,13,16,96,70
3,34,58,0,1,36,4,3,1,14,26,97,71
6,34,66,11,6,37,5,2,0,15,14,98,72
1,34,13,7,1,38,5,3,0,16,20,12,73
8,34,56,14,5,39,0,2,1,17,42,22,74
4,34,59,15,2,40,1,2,0,18,9,2,75
9,34,70,5,5,41,2,3,1,19,33,16,76
5,34,67,6,5,42,3,4,1,20,36,20,77
1,34,12,10,3,43,5,3,0,21,24,34,78
5,34,25,13,6,44,3,3,1,22,39,38,79
7,34,74,9,1,45,4,0,0,23,40,39,80
6,34,19,9,2,46,2,0,0,24,1,45,81
7,34,44,15,3,47,5,4,0,25,28,54,82
8,34,5,14,4,48,0,1,0,26,14,57,83
2,34,31,1,4,49,0,2,1,27,10,58,84
7,34,22,11,2,50,0,0,0,28,19,60,85
1,34,33,2,1,51,4,3,1,29,29,61,86
9,34,42,6,4,52,0,1,0,30,21,62,87
3,34,71,13,6,53,3,4,1,31,34,75,88
5,34,37,6,3,54,2,4,1,32,2,76,89
7,34,43,10,1,55,1,3,0,33,20,77,90
1,34,69,15,3,56,0,0,0,34,17,79,91
6,34,72,8,0,57,4,3,1,35,29,89,92
3,34,46,6,4,58,3,1,1,36,12,90,93
2,34,49,11,4,59,2,4,1,37,35,30,94
1,34,50,12,3,60,1,0,1,38,15,66,95
8,34,55,8,1,61,2,3,1,39,24,67,96
4,34,41,3,3,62,2,3,0,40,8,68,97
3,34,54,2,6,63,5,0,0,41,40,69,98
4,34,3,1,5,64,5,1,1,42,4,70,99
7,34,10,8,4,65,2,0,1,43,7,5,100
6,34,53,13,0,66,2,1,0,44,15,10,0
7,34,68,13,1,67,2,1,1,77,16,36,1
4,34,18,5,2,68,0,0,0,48,5,31,2
6,34,65,0,0,69,1,4,0,49,30,33,3
9,34,32,10,0,70,1,1,0,50,34,46,4
9,34,11,4,6,71,0,4,1,51,7,47,5
4,34,34,0,4,72,4,3,0,52,5,43,6
1,34,63,14,6,73,3,1,0,53,13,44,7
5,34,73,4,2,74,1,1,1,55,24,48,8
3,34,23,15,3,75,5,1,0,57,22,49,9
3,34,27,3,0,76,3,2,1,58,13,52,10
3,34,28,14,0,77,0,3,1,59,38,55,11
3,34,0,10,5,78,5,4,0,60,20,56,12
2,34,32,14,4,79,3,0,1,61,42,59,13
3,34,1,9,2,80,5,0,0,62,23,64,14
2,34,24,12,0,81,4,1,1,63,1,21,15
1,34,30,9,3,82,0,2,1,64,27,51,16
2,34,33,2,6,83,2,2,1,65,16,50,17
3,34,40,14,0,84,0,4,0,66,16,53,18
2,34,21,3,5,85,1,0,1,67,36,72,19
2,34,31,8,3,86,2,4,0,68,2,73,20
9,34,38,4,5,87,3,4,1,69,22,74,21
1,34,16,3,0,88,1,0,0,70,6,28,22
8,34,21,3,0,89,4,2,0,71,14,40,23
4,34,22,1,6,90,4,1,0,72,5,41,24
1,34,66,7,5,91,3,1,1,73,19,71,25
1,34,20,15,6,92,5,1,1,74,26,65,26
7,34,9,9,4,93,5,3,0,75,12,11,27
1,34,10,9,1,94,0,2,0,76,26,27,28
7,34,11,15,0,95,2,4,0,46,38,29,29
5,34,18,13,4,96,4,3,1,47,20,32,30
7,34,4,4,5,97,3,0,0,45,39,35,31
7,34,8,6,6,98,0,2,0,56,5,37,32
7,34,13,15,2,99,0,3,1,77,30,63,33
3,34,36,15,0,100,1,1,1,78,37,78,34
7,35,43,15,1,0,1,4,1,80,37,80,36
1,35,14,0,2,1,5,2,0,81,31,21,37
3,35,45,11,3,2,0,0,0,82,42,19,38
5,35,52,12,5,3,3,1,0,83,14,23,39
6,35,56,2,6,4,4,3,1,84,21,42,40
8,35,57,5,4,5,2,0,1,85,34,43,41
9,35,19,7,0,6,1,0,0,86,26,44,42
2,35,20,10,4,7,1,1,0,87,27,45,43
4,35,24,13,1,8,4,3,0,88,38,15,44
8,35,26,3,3,9,0,0,1,89,17,16,45
3,35,53,6,6,10,0,2,1,90,5,81,46
3,35,59,8,4,11,5,0,0,91,40,82,47
1,35,60,9,6,12,5,3,1,92,10,83,48
1,35,22,4,1,13,0,3,1,93,19,90,49
3,35,65,1,4,14,3,0,1,94,24,8,50
7,35,2,14,0,15,0,0,0,95,43,9,51
8,35,4,10,1,16,2,2,1,96,3,12,52
2,35,7,2,2,17,4,1,0,97,43,17,53
6,35,16,8,6,18,0,2,1,98,0,18,54
1,35,42,10,0,19,2,1,0,99,1,87,55
4,35,15,14,2,20,4,3,0,0,32,88,56
5,35,64,9,3,21,5,2,0,1,15,92,57
7,35,71,11,1,22,2,2,0,2,25,97,58
9,35,32,13,3,23,4,0,1,3,41,14,59
7,35,72,14,4,24,4,3,1,4,18,86,60
7,35,46,10,4,25,4,2,0,5,6,96,61
9,35,49,6,4,26,1,1,1,6,0,2,62
2,35,62,5,3,27,0,4,1,7,13,99,63
8,35,70,12,3,28,2,2,0,8,36,6,64
1,35,51,14,4,29,4,4,1,9,23,7,65
7,35,39,5,2,30,0,2,0,10,28,84,66
3,35,44,6,0,31,4,1,0,11,7,85,67
3,35,27,8,2,32,4,0,1,12,39,31,68
7,35,41,9,3,33,2,2,0,13,20,46,69
3,35,3,3,1,34,1,4,0,14,28,3,70
5,35,5,1,0,35,5,2,1,15,21,4,71
7,35,48,5,6,36,3,4,1,16,11,5,72
1,35,68,14,5,37,0,4,0,17,12,91,73
1,35,69,9,4,38,4,2,0,18,43,13,74
6,35,6,8,4,39,2,4,1,19,2,95,75
4,35,25,2,5,40,0,1,0,20,16,98,76
3,35,30,3,4,41,0,1,1,21,41,26,77
5,35,0,1,2,42,4,0,0,22,9,37,78
8,35,28,12,4,43,3,3,0,23,4,40,79
7,35,40,15,2,44,5,2,1,24,22,51,80
3,35,61,15,6,45,4,0,0,25,33,59,81
4,35,63,10,5,46,5,3,1,26,35,72,82
9,35,66,4,3,47,2,2,0,27,32,79,83
5,35,47,6,4,48,2,4,0,28,23,93,84
3,35,58,2,2,49,2,1,0,29,42,94,85
4,35,67,13,6,50,5,4,0,30,13,10,86
9,35,23,11,5,51,4,4,0,31,25,22,87
5,35,74,8,1,52,3,3,1,32,28,25,88
9,35,73,13,1,53,5,0,0,33,30,57,89
7,35,1,1,5,54,1,1,1,34,18,73,90
7,35,34,10,3,55,0,3,1,35,31,78,91
7,35,35,13,3,56,5,3,0,36,7,11,92
7,35,17,4,3,57,1,0,1,37,11,33,93
7,35,18,6,6,58,4,2,1,38,37,34,94
6,35,10,2,0,59,1,3,0,39,10,68,95
9,35,37,13,2,60,1,4,0,40,9,70,96
4,35,50,15,6,61,2,4,0,41,35,74,97
3,35,9,13,5,62,1,1,1,43,26,76,98
3,35,11,6,0,63,1,4,0,54,9,89,99
5,35,54,7,1,64,3,1,0,55,28,1,100
2,35,8,15,2,65,3,4,1,79,29,29,0
4,35,21,9,0,66,3,2,0,45,15,67,1
4,35,29,11,1,67,3,0,1,49,21,77,2
6,35,55,2,3,68,1,2,0,50,22,24,3
8,35,13,5,5,69,3,3,1,51,41,27,4
9,35,12,8,6,70,4,4,0,52,12,39,5
6,35,33,6,3,71,0,2,0,53,32,41,6
7,35,70,11,5,72,3,4,1,56,19,47,7
4,35,72,6,4,73,0,1,1,57,3,52,8
8,35,45,14,5,74,5,2,1,58,4,55,9
9,35,61,3,5,75,2,4,1,59,12,56,10
3,35,16,4,6,76,4,2,1,60,43,65,11
1,35,14,1,2,77,1,3,1,61,10,66,12
3,35,31,9,5,78,1,3,1,62,38,50,13
7,35,45,7,3,79,1,2,0,63,25,58,14
1,35,36,14,0,80,5,4,1,64,4,69,15
4,35,3,13,5,81,5,3,1,65,20,38,16
2,35,20,2,4,82,1,3,1,66,28,49,17
3,35,38,9,2,83,4,3,1,67,6,54,18
8,35,58,5,2,84,1,3,0,68,7,28,19
4,35,62,12,2,85,0,3,1,69,27,61,20
9,35,29,6,3,86,3,4,1,70,42,62,21
3,35,37,11,0,87,5,2,0,71,17,63,22
3,35,42,12,0,88,4,1,0,72,29,32,23
2,35,43,0,3,89,4,1,1,73,6,53,24
3,35,60,14,4,90,3,3,0,74,8,60,25
7,35,65,8,6,91,0,3,0,75,18,30,26
7,35,69,13,6,92,4,3,1,76,27,36,27
4,35,74,0,5,93,2,0,0,77,38,48,28
3,35,6,4,4,94,0,1,1,78,39,64,29
1,35,24,5,2,95,4,3,1,79,40,71,30
4,35,40,9,5,96,2,2,1,80,3,75,31
9,35,71,3,6,97,4,3,0,46,5,80,32
3,35,9,5,6,98,2,2,0,47,21,81,33
1,35,41,5,6,99,3,1,0,48,36,82,34
3,35,7,9,0,100,5,1,0,81,33,35,35
7,36,13,15,1,0,1,4,1,82,9,87,37
1,36,48,0,2,1,5,2,0,83,10,88,38
3,36,54,11,3,2,0,0,1,84,17,89,39
5,36,55,12,5,3,3,1,0,85,23,20,40
6,36,63,2,6,4,4,3,1,86,19,91,41
8,36,14,5,4,5,2,1,1,87,42,92,42
9,36,57,7,0,6,1,1,1,88,1,23,43
2,36,2,10,1,7,5,4,1,89,32,42,44
4,36,17,13,2,8,5,1,0,90,43,95,45
6,36,49,3,3,9,5,4,0,91,25,96,46
6,36,19,6,0,10,4,4,1,92,12,97,47
2,36,28,8,5,11,2,3,1,93,34,98,48
8,36,35,9,5,12,0,0,1,94,33,6,49
9,36,59,4,1,13,4,2,1,95,34,7,50
8,36,0,1,1,14,3,0,0,96,0,13,51
3,36,1,14,5,15,1,1,1,97,15,3,52
6,36,44,10,1,16,2,4,1,98,37,4,53
3,36,68,15,3,17,3,2,0,99,38,15,54
6,36,4,13,2,18,5,0,0,0,2,17,55
9,36,5,2,1,19,1,2,0,1,11,18,56
6,36,6,11,1,20,1,4,1,2,16,19,57
7,36,52,13,4,21,4,2,0,3,21,84,58
4,36,15,5,1,22,0,1,1,4,35,85,59
9,36,56,4,2,23,3,4,1,5,8,5,60
2,36,47,0,5,24,4,4,1,6,14,27,61
8,36,67,8,5,25,1,3,1,7,41,29,62
8,36,46,3,2,26,0,0,1,8,5,8,63
9,36,12,6,5,27,5,1,0,9,24,86,64
9,36,9,4,1,28,4,4,0,10,4,94,65
3,36,10,7,4,29,5,4,0,11,6,38,66
8,36,25,6,6,30,1,3,1,12,27,39,67
1,36,72,12,6,31,5,4,1,13,40,99,68
3,36,30,0,1,32,1,1,0,14,22,1,69
6,36,31,12,1,33,4,1,1,15,30,83,70
4,36,43,15,0,34,3,2,1,16,35,11,71
3,36,34,11,0,35,3,2,0,17,3,9,72
3,36,50,0,0,36,2,0,0,18,10,14,73
5,36,8,1,2,37,4,4,1,19,31,30,74
3,36,23,7,0,38,4,2,1,20,13,33,75
6,36,37,12,3,39,3,0,1,21,7,36,76
3,36,73,14,3,40,3,0,0,22,15,41,77
2,36,40,7,6,41,4,2,0,23,17,44,78
5,36,51,8,6,42,4,4,1,24,24,2,79
7,36,66,2,0,43,2,2,1,25,29,12,80
5,36,64,5,5,44,1,0,0,26,41,16,81
2,36,16,6,2,45,4,0,0,27,34,24,82
5,36,69,11,3,46,2,4,0,28,0,25,83
9,36,62,2,0,47,3,1,1,29,18,26,84
4,36,39,15,6,48,3,1,1,30,16,35,85
4,36,26,0,0,49,5,0,1,31,7,49,86
3,36,53,3,2,50,2,0,1,32,5,57,87
6,36,20,2,5,51,0,3,1,33,31,58,88
8,36,21,2,0,52,2,4,1,34,29,75,89
4,36,27,0,3,53,3,1,0,35,28,76,90
3,36,29,0,5,54,4,3,0,36,41,80,91
8,36,70,2,6,55,4,1,0,37,30,81,92
2,36,22,12,1,56,5,4,0,38,34,82,93
1,36,42,0,4,57,1,3,0,39,36,90,94
3,36,45,15,0,58,5,3,0,40,38,93,95
4,36,24,11,4,59,2,0,1,41,33,22,96
6,36,7,1,3,60,0,4,0,42,19,31,97
1,36,32,13,4,61,2,4,0,44,39,43,98
4,36,58,12,3,62,4,2,1,46,0,69,99
3,36,59,14,0,63,2,0,0,47,11,70,100
7,36,60,8,5,64,3,1,0,54,2,28,0
8,36,71,2,4,65,3,0,1,55,6,46,1
4,36,36,10,0,66,1,4,1,43,22,48,2
8,36,38,0,0,67,4,3,0,51,41,50,3
6,36,65,6,0,68,3,2,1,52,31,77,4
5,36,3,7,2,69,3,1,1,53,35,78,5
3,36,18,6,2,70,4,4,1,56,37,10,6
3,36,19,5,0,71,5,1,1,57,37,54,7
9,36,41,5,4,72,3,1,1,58,40,37,8
7,36,11,10,3,73,5,2,1,59,42,53,9
7,36,34,15,5,74,2,1,0,60,32,21,10
9,36,15,0,2,75,2,1,0,61,15,51,11
3,36,30,7,2,76,1,4,0,62,39,55,12
3,36,44,5,1,77,1,2,0,63,19,56,13
6,36,48,14,0,78,5,1,0,64,2,60,14
1,36,67,10,4,79,1,0,1,65,4,62,15
6,36,73,0,2,80,1,4,1,66,14,65,16
1,36,51,7,0,81,0,2,0,67,32,66,17
7,36,53,4,6,82,3,2,1,68,36,67,18
4,36,61,7,2,83,2,3,0,69,3,68,19
3,36,33,1,3,84,0,3,1,70,14,59,20
7,36,54,14,2,85,0,4,0,71,18,64,21
5,36,26,14,5,86,3,1,1,72,26,71,22
6,36,56,14,6,87,1,3,0,73,25,72,23
2,36,57,6,3,88,1,1,0,74,10,73,24
8,36,35,10,4,89,2,0,0,75,20,74,25
4,36,63,7,5,90,0,0,1,76,1,34,26
8,36,71,13,1,91,3,0,1,77,6,47,27
2,36,74,11,6,92,0,4,1,78,15,61,28
3,36,39,6,0,93,3,4,1,79,27,79,29
5,36,42,15,1,94,3,0,1,80,23,45,30
3,36,46,0,4,95,0,3,1,81,12,63,31
2,36,2,10,1,96,0,3,1,49,6,40,32
4,36,66,5,3,97,5,0,0,50,37,32,33
2,36,6,12,6,98,2,4,1,82,8,52,34
7,36,49,15,1,99,2,3,0,83,22,53,35
1,36,50,10,6,100,0,2,0,84,27,54,36
7,37,4,15,1,0,1,4,1,85,30,9,38
1,37,12,0,2,1,5,2,0,86,11,83,39
3,37,68,11,3,2,0,0,0,87,33,84,40
5,37,14,12,5,3,3,1,1,88,2,85,41
6,37,52,2,6,4,4,3,1,89,12,18,42
8,37,54,5,4,5,2,0,1,90,17,19,43
9,37,55,7,0,6,1,1,1,91,25,88,44
2,37,66,10,5,7,2,0,1,92,16,14,45
4,37,69,13,2,8,3,4,1,93,24,20,46
9,37,73,3,6,9,1,4,1,94,1,91,47
1,37,17,6,4,10,1,3,1,95,8,92,48
9,37,18,8,0,11,4,4,1,96,39,2,49
1,37,64,9,2,12,1,3,0,97,23,10,50
5,37,65,4,6,13,5,1,0,98,38,42,51
7,37,11,1,3,14,5,4,1,99,40,96,52
6,37,22,14,0,15,1,3,0,0,3,97,53
8,37,37,12,5,16,2,1,0,1,10,98,54
7,37,28,2,5,17,1,1,1,2,26,23,55
1,37,25,6,3,18,4,2,1,3,26,3,56
7,37,26,2,0,19,0,0,0,4,14,4,57
4,37,30,14,6,20,4,1,1,5,35,15,58
7,37,36,13,5,21,0,4,0,6,43,28,59
7,37,41,0,4,22,4,2,1,7,9,31,60
7,37,5,12,3,23,2,2,1,8,22,32,61
7,37,0,2,1,24,2,4,0,9,34,34,62
2,37,35,13,3,25,1,0,1,10,18,35,63
3,37,47,9,3,26,5,4,1,11,28,39,64
4,37,48,1,3,27,4,3,0,12,0,40,65
3,37,7,14,2,28,0,0,0,13,43,44,66
2,37,8,15,0,29,3,0,0,14,21,45,67
1,37,9,7,0,30,1,2,0,15,42,8,68
7,37,33,4,2,31,0,2,0,16,7,6,69
8,37,1,9,4,32,2,3,0,17,41,13,70
3,37,13,4,4,33,5,4,0,18,13,17,71
3,37,16,2,2,34,1,3,1,19,27,47,72
3,37,31,5,2,35,1,2,0,20,1,86,73
1,37,20,8,4,36,5,3,0,21,29,87,74
4,37,21,12,3,37,3,0,1,22,4,99,75
4,37,56,11,1,38,3,1,0,23,36,1,76
4,37,53,9,6,39,1,4,0,24,37,12,77
4,37,57,4,3,40,1,0,1,25,17,95,78
4,37,58,12,1,41,5,0,1,26,19,11,79
3,37,46,15,2,42,2,3,1,27,15,22,80
8,37,60,3,6,43,3,4,1,28,31,26,81
5,37,74,1,3,44,0,2,1,29,32,58,82
9,37,27,3,6,45,2,4,0,30,24,61,83
1,37,15,3,1,46,5,2,1,31,21,63,84
3,37,43,10,3,47,2,2,0,32,29,70,85
1,37,62,7,4,48,2,3,1,33,2,74,86
5,37,63,13,1,49,4,1,0,34,20,78,87
6,37,6,1,4,50,3,0,0,35,5,79,88
4,37,10,12,0,51,0,0,1,36,16,81,89
8,37,34,8,3,52,1,0,1,37,0,82,90
2,37,38,5,0,53,1,1,0,38,23,89,91
6,37,40,11,4,54,2,3,0,39,33,7,92
6,37,71,6,0,55,4,0,1,40,35,25,93
1,37,32,15,6,56,2,2,0,41,15,36,94
8,37,45,0,4,57,5,3,0,42,40,73,95
9,37,49,15,3,58,1,1,1,43,14,80,96
6,37,19,6,4,59,0,4,0,44,38,94,97
