# ACTS Test Suite Generation: Thu Jul 22 14:51:25 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 94
# Number of configurations: 5551
age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
2,5,74,0,4,11,4,3,1,9,26,45,21
5,3,0,11,1,0,3,4,0,11,22,46,1
7,4,1,0,2,1,4,0,1,13,23,46,2
8,7,2,7,4,10,0,1,1,15,25,46,3
3,1,3,13,0,11,1,3,0,18,26,46,4
4,6,4,2,3,100,2,2,1,22,28,46,5
6,100,5,4,6,3,5,2,0,27,43,46,6
9,2,6,5,5,4,0,4,1,34,3,46,7
1,5,7,6,6,8,4,0,1,41,12,46,8
2,0,8,12,0,9,2,4,1,0,15,46,9
3,5,9,14,1,2,0,4,0,1,20,46,10
3,6,10,15,2,7,1,3,1,2,24,46,11
8,1,11,1,6,5,1,1,1,3,27,46,12
3,5,12,9,1,6,5,3,1,4,30,46,13
8,4,13,10,4,12,1,3,0,5,36,46,14
1,0,14,3,3,13,1,2,0,7,37,46,15
6,0,15,8,1,7,1,0,1,8,39,46,16
7,6,16,13,2,0,5,4,1,9,0,46,17
1,100,17,14,1,11,5,1,1,10,2,46,18
9,5,18,11,5,12,5,4,1,14,4,46,19
3,6,19,0,1,11,5,2,1,20,6,46,20
9,0,20,10,0,13,1,2,1,25,9,46,21
6,100,21,14,3,1,2,2,0,99,11,46,22
8,2,22,11,3,13,0,1,1,6,13,46,23
1,6,23,3,1,10,5,2,1,1,14,46,24
8,4,24,6,2,1,3,1,0,99,16,46,25
9,6,25,11,3,3,5,3,1,14,17,46,26
3,7,26,7,4,9,3,4,1,15,18,46,27
3,6,27,2,0,9,1,0,1,5,19,46,28
9,3,28,12,6,100,3,1,0,34,21,46,29
3,5,29,4,6,13,2,3,1,10,1,46,30
1,4,30,10,0,13,5,2,0,15,8,46,31
4,2,31,15,3,0,3,0,1,22,10,46,32
3,7,32,4,0,1,0,2,0,6,43,46,33
6,0,33,15,1,9,2,4,0,18,10,46,34
7,5,34,3,1,9,5,3,1,7,0,46,35
8,1,35,15,0,8,5,3,1,11,6,46,36
5,3,36,11,3,100,4,0,0,41,36,46,37
9,5,37,11,5,5,4,0,0,34,24,46,38
5,1,38,15,5,100,4,4,0,4,14,46,39
3,6,39,2,1,4,3,0,0,13,2,46,40
8,6,40,10,6,4,5,4,1,27,1,46,100
2,7,42,5,6,11,0,2,0,25,23,46,0
5,2,43,12,0,13,4,1,1,5,26,46,25
3,3,44,6,1,11,1,4,1,5,28,46,10
1,1,45,4,4,7,5,3,1,15,43,46,8
1,3,46,10,1,6,2,1,1,8,20,46,26
1,7,47,4,3,2,5,0,1,41,15,46,10
7,5,48,4,1,100,0,0,1,15,37,46,9
6,3,49,4,6,7,0,4,1,11,23,46,32
3,4,51,15,5,4,1,4,0,34,16,46,5
1,6,54,15,0,0,2,1,1,10,28,46,22
8,6,56,5,2,12,3,2,1,6,25,46,37
9,5,58,8,2,12,4,2,0,6,28,46,18
6,5,59,11,3,0,0,2,1,1,39,46,20
6,5,61,14,0,8,0,2,1,4,36,46,7
9,6,63,14,5,8,2,4,1,7,36,46,40
1,2,68,8,2,100,4,4,1,41,30,46,32
3,4,72,2,0,6,0,2,0,18,15,46,28
3,1,74,11,4,1,5,2,1,22,18,46,34
5,3,0,11,1,0,3,4,0,11,12,47,1
7,4,1,0,2,1,4,0,1,13,15,47,2
8,7,2,7,4,10,0,1,0,15,20,47,3
3,1,3,13,0,11,1,3,1,18,22,47,4
4,6,4,2,3,100,2,2,1,22,23,47,5
6,100,5,4,6,3,5,1,1,27,25,47,6
9,2,6,5,5,4,1,3,0,34,26,47,7
1,5,7,6,2,8,4,4,0,41,28,47,8
2,0,8,12,1,9,0,3,1,0,43,47,9
1,2,9,14,6,2,4,4,1,1,3,47,10
5,2,10,15,2,7,0,4,1,2,4,47,11
9,1,11,1,1,5,3,2,0,3,6,47,12
1,5,12,9,1,6,3,4,0,4,9,47,13
9,0,13,10,2,12,3,0,1,5,11,47,14
5,2,14,3,2,13,5,1,1,7,13,47,15
1,3,15,8,6,12,5,0,0,8,14,47,16
9,100,16,12,5,12,3,4,1,9,16,47,17
4,4,17,12,6,3,5,1,0,10,17,47,18
4,4,18,7,5,13,3,4,1,14,18,47,19
7,1,19,0,0,13,2,3,1,20,24,47,20
7,1,20,12,5,10,1,0,1,25,27,47,21
9,4,21,7,6,1,4,1,0,99,30,47,22
6,6,22,6,6,9,4,4,1,6,36,47,23
9,1,23,15,0,13,2,1,0,0,37,47,24
2,3,24,11,3,6,3,4,0,8,39,47,25
7,3,25,6,5,1,0,0,0,3,0,47,26
2,6,26,3,3,3,2,2,0,18,2,47,27
5,4,27,12,5,2,5,0,0,20,8,47,28
9,6,28,12,5,6,4,1,1,1,10,47,29
6,5,29,3,6,1,2,0,0,7,19,47,30
7,3,30,9,2,7,5,3,0,34,21,47,31
4,3,31,3,2,1,3,3,0,1,1,47,32
3,4,32,3,1,7,2,3,1,25,19,47,33
9,7,33,8,6,10,1,0,1,2,19,47,34
1,1,34,5,0,2,5,4,1,22,16,47,35
4,5,35,5,4,13,3,2,1,18,19,47,36
2,100,36,15,1,13,1,4,1,7,37,47,37
7,5,37,8,6,7,3,1,1,27,11,47,38
1,1,38,8,2,5,3,2,1,34,0,47,39
7,4,39,15,5,13,2,0,1,4,22,47,40
1,100,40,14,4,4,1,2,1,20,0,47,100
8,6,42,7,1,11,4,1,1,41,10,47,0
6,6,43,2,5,5,1,0,1,15,20,47,1
3,4,44,1,0,100,2,0,1,25,28,47,30
4,2,45,15,2,5,3,2,0,6,16,47,28
5,7,46,5,1,5,4,1,1,13,13,47,17
7,100,47,0,6,0,5,2,1,41,3,47,13
9,3,48,12,2,9,0,4,1,4,16,47,11
9,7,49,4,4,13,1,0,1,13,30,47,7
9,100,51,11,0,13,2,4,0,34,19,47,34
9,2,54,8,3,3,0,0,1,2,12,47,11
9,6,56,9,2,7,2,4,1,1,14,47,32
8,0,58,4,6,5,4,0,1,3,11,47,27
2,7,59,15,4,10,2,0,1,41,22,47,23
5,6,61,2,6,1,0,1,1,8,21,47,31
2,5,63,2,6,8,3,2,0,0,3,47,37
5,100,68,6,0,7,0,4,0,4,23,47,28
6,5,72,15,5,1,2,4,1,5,11,47,20
8,5,74,1,5,6,5,0,0,18,17,47,31
5,3,0,11,1,0,3,4,0,11,3,48,1
7,4,1,0,2,1,4,0,1,13,12,48,2
8,7,2,7,4,10,0,1,0,15,15,48,3
3,1,3,13,0,11,1,3,1,18,20,48,4
4,6,4,2,3,100,2,2,1,22,22,48,5
6,100,5,4,6,3,5,3,0,27,23,48,6
9,2,6,5,5,4,4,3,0,34,25,48,7
1,5,7,6,2,8,5,0,0,41,26,48,8
2,0,8,12,4,9,3,1,1,0,28,48,9
8,100,9,14,0,2,0,2,0,1,43,48,10
7,3,10,15,3,7,3,4,0,2,0,48,11
4,1,11,1,4,5,0,3,1,3,2,48,12
2,7,12,9,1,6,0,2,0,4,4,48,13
5,7,13,10,6,12,5,0,0,5,6,48,14
7,100,14,3,0,13,2,4,1,7,9,48,15
1,6,15,8,2,11,2,4,0,8,11,48,16
7,1,16,13,3,8,0,3,1,9,13,48,17
9,0,17,8,0,10,4,4,1,10,14,48,18
7,1,18,7,5,7,1,1,1,14,16,48,19
4,4,19,14,2,1,3,1,1,20,17,48,20
5,100,20,8,1,0,2,3,1,25,18,48,21
8,1,21,1,2,8,0,2,1,99,24,48,22
5,4,22,3,4,6,2,4,0,6,27,48,23
6,6,23,11,0,5,5,4,1,3,30,48,24
8,2,24,1,2,10,4,2,0,13,36,48,25
4,2,25,6,1,7,4,0,0,18,37,48,26
1,1,26,14,3,2,1,1,0,11,39,48,27
1,1,27,2,2,100,0,4,1,7,1,48,28
8,2,28,14,2,0,1,4,1,18,8,48,29
9,1,29,0,5,1,1,4,0,9,10,48,30
1,0,30,4,3,10,1,1,0,6,19,48,31
1,100,31,5,5,1,3,1,1,0,21,48,32
1,7,32,8,2,6,1,1,1,2,18,48,33
6,3,33,5,0,1,0,3,0,27,24,48,34
1,4,34,10,1,3,0,2,1,7,16,48,35
9,1,35,6,4,100,2,2,0,2,11,48,36
3,4,36,7,2,11,0,3,1,14,24,48,37
9,1,37,6,0,5,3,2,0,9,4,48,38
9,7,38,9,2,10,0,3,0,2,3,48,39
4,7,39,12,1,8,1,4,1,22,6,48,40
3,0,40,5,0,9,3,2,0,6,0,48,100
8,7,42,14,3,1,1,1,0,5,4,48,0
1,3,43,7,1,0,2,0,1,9,30,48,4
1,5,44,4,3,6,0,2,0,11,3,48,17
1,5,45,7,1,100,4,0,0,4,43,48,14
3,0,46,15,6,1,4,1,0,15,12,48,20
6,1,47,9,0,12,4,0,0,9,14,48,24
1,100,48,10,6,8,1,2,0,11,10,48,17
9,0,49,2,0,10,2,1,1,22,36,48,38
2,4,51,4,4,4,4,3,0,6,12,48,18
7,2,54,15,1,8,5,0,1,15,17,48,2
6,6,56,0,1,8,2,0,0,2,16,48,31
9,5,58,14,0,12,1,4,1,4,30,48,34
5,7,59,8,5,13,4,1,1,3,37,48,40
2,5,61,11,5,4,3,2,1,9,43,48,4
7,1,63,8,6,100,4,2,1,0,11,48,19
8,6,68,13,6,100,5,0,1,25,12,48,3
2,2,72,3,2,100,1,2,0,1,2,48,10
2,0,74,12,5,8,4,2,0,5,8,48,14
5,3,0,11,1,0,3,4,0,11,22,49,1
7,4,1,0,2,1,4,0,1,13,23,49,2
8,7,2,7,4,10,0,1,0,15,25,49,3
3,1,3,13,0,11,1,3,1,18,26,49,4
4,6,4,2,3,100,2,2,1,22,28,49,5
6,100,5,4,6,3,5,1,0,27,43,49,6
9,2,6,5,5,4,0,1,0,34,3,49,7
1,5,7,6,1,8,0,0,0,41,12,49,8
2,0,8,12,0,9,3,4,0,0,15,49,9
3,100,9,14,3,2,1,4,1,1,20,49,10
2,3,10,15,4,7,0,4,0,2,24,49,11
3,1,11,1,1,5,2,1,1,3,27,49,12
3,2,12,9,2,6,4,2,1,4,30,49,13
6,5,13,10,5,12,1,1,1,5,36,49,14
1,7,14,3,0,13,3,0,1,7,37,49,15
5,3,15,8,0,100,0,2,0,8,39,49,16
4,5,16,3,2,7,5,0,0,9,0,49,17
4,4,17,11,0,2,2,4,0,10,2,49,18
6,100,18,6,5,9,0,4,1,14,4,49,19
7,100,19,7,5,10,0,1,1,20,6,49,20
6,100,20,15,1,1,0,0,1,25,9,49,21
1,2,21,13,2,9,1,4,0,99,11,49,22
2,1,22,7,1,9,4,3,0,6,13,49,23
1,0,23,8,0,10,2,2,0,99,14,49,24
5,6,24,7,0,100,1,0,1,27,16,49,25
8,2,25,10,6,8,3,0,1,13,17,49,26
7,0,26,5,3,11,2,1,1,8,18,49,27
3,6,27,14,2,1,0,4,1,10,19,49,28
9,7,28,7,0,10,4,3,0,34,21,49,29
4,1,29,3,2,12,3,4,0,15,1,49,30
9,1,30,4,4,5,5,0,1,13,8,49,31
3,6,31,5,1,4,5,3,1,7,10,49,32
6,0,32,9,5,9,0,4,1,41,19,49,33
3,0,33,10,4,12,5,3,0,27,22,49,34
3,6,34,15,1,3,3,1,1,0,4,49,35
4,3,35,2,6,4,3,0,1,2,24,49,36
1,1,36,5,0,2,0,1,0,11,19,49,37
7,5,37,1,0,9,0,0,1,14,43,49,38
3,0,38,10,2,7,1,2,1,10,14,49,39
3,5,39,0,1,12,0,1,0,13,23,49,40
1,7,40,1,4,1,2,2,1,13,24,49,100
6,3,42,4,6,9,1,2,1,4,6,49,0
6,5,43,12,0,5,1,3,1,5,26,49,16
1,5,44,4,5,3,5,1,0,20,1,49,27
2,100,45,14,4,7,4,4,1,6,11,49,36
4,7,46,10,1,1,5,1,1,13,12,49,9
8,1,47,2,0,100,0,2,1,18,28,49,24
9,2,48,14,1,100,4,0,0,20,4,49,34
2,2,49,8,1,100,1,1,0,41,20,49,30
2,1,51,2,2,1,1,4,1,0,22,49,40
9,7,54,13,0,3,4,1,0,18,22,49,36
2,4,56,11,6,5,4,4,0,6,11,49,12
6,5,58,2,1,7,2,3,1,2,37,49,29
1,100,59,6,0,0,2,4,1,8,2,49,10
1,6,61,15,5,7,4,3,0,99,24,49,26
1,3,63,5,6,100,2,2,0,20,4,49,40
9,6,68,13,5,2,5,1,0,1,17,49,100
5,6,72,10,2,100,5,0,0,14,13,49,40
7,0,74,1,5,11,1,0,0,9,8,49,29
5,3,0,11,1,0,3,4,0,11,12,50,1
7,4,1,0,2,1,4,0,1,13,15,50,2
8,7,2,7,4,10,0,1,0,15,20,50,3
3,1,3,13,0,11,1,3,1,18,22,50,4
4,6,4,2,3,100,2,2,1,22,23,50,5
6,100,5,4,6,3,5,0,1,27,25,50,6
9,2,6,5,5,4,5,1,0,34,26,50,7
1,5,7,6,0,8,0,2,0,41,28,50,8
2,0,8,12,4,9,4,3,1,0,43,50,9
6,1,9,14,3,2,1,4,0,1,3,50,10
6,1,10,15,3,7,1,2,1,2,4,50,11
1,7,11,1,3,5,4,2,0,3,6,50,12
1,6,12,9,1,6,4,3,1,4,9,50,13
6,4,13,10,1,12,3,0,1,5,11,50,14
1,6,14,3,3,13,1,0,1,7,13,50,15
6,1,15,8,6,12,4,3,1,8,14,50,16
3,7,16,4,4,11,1,3,0,9,16,50,17
1,4,17,0,3,11,3,3,0,10,17,50,18
3,1,18,0,1,1,2,4,0,14,18,50,19
8,1,19,12,4,0,1,1,1,20,24,50,20
3,7,20,7,5,8,5,1,1,25,27,50,21
5,100,21,10,2,7,1,2,0,99,30,50,22
1,0,22,14,2,12,1,0,1,6,36,50,23
2,0,23,6,1,4,5,2,0,3,37,50,24
6,3,24,6,6,8,4,2,0,15,39,50,25
4,5,25,0,2,3,3,3,1,3,0,50,26
5,0,26,5,1,4,0,0,0,7,2,50,27
2,6,27,7,0,4,5,3,0,22,8,50,28
3,5,28,12,1,3,3,2,1,11,10,50,29
6,3,29,5,6,6,2,4,1,34,19,50,30
6,7,30,1,0,9,3,1,0,25,21,50,31
5,3,31,0,6,6,1,2,0,5,1,50,32
9,7,32,0,4,5,1,4,0,41,30,50,33
5,7,33,6,2,5,3,1,1,15,9,50,34
1,0,34,12,1,8,1,3,0,9,3,50,35
3,4,35,0,4,2,1,2,1,6,11,50,36
9,0,36,1,2,0,1,2,1,99,16,50,37
2,3,37,7,2,3,5,1,0,7,18,50,38
5,2,38,0,2,12,4,3,0,7,30,50,39
7,4,39,2,6,0,0,3,1,4,2,50,40
7,4,40,6,3,0,4,0,1,8,28,50,100
3,3,42,4,2,7,5,4,0,27,24,50,0
7,100,43,3,2,12,5,2,1,13,28,50,26
5,5,44,11,2,2,5,4,0,13,14,50,33
7,5,45,3,3,100,4,0,0,25,30,50,31
9,0,46,0,6,7,3,3,0,11,11,50,30
3,3,47,8,6,10,2,2,1,1,12,50,21
2,2,48,2,5,11,4,4,0,8,13,50,12
7,0,49,11,2,0,0,1,0,41,16,50,13
9,4,51,11,0,4,2,0,0,13,28,50,31
3,1,54,8,0,1,5,1,0,5,6,50,21
4,0,56,2,6,12,4,2,1,10,18,50,31
4,0,58,4,0,7,0,1,1,18,4,50,100
7,3,59,3,0,8,1,4,0,8,0,50,31
1,2,61,1,0,8,5,0,0,1,15,50,20
8,7,63,3,3,11,1,4,0,11,25,50,21
3,1,68,1,6,3,4,2,1,7,0,50,5
7,2,72,11,4,2,3,2,0,11,21,50,19
3,7,74,7,2,9,0,3,0,8,1,50,1
5,3,0,11,1,0,3,4,0,11,3,51,1
7,4,1,0,2,1,4,0,1,13,12,51,2
8,7,2,7,4,10,0,1,0,15,15,51,3
3,1,3,13,0,11,1,3,1,18,20,51,4
4,6,4,2,3,100,2,2,0,22,22,51,5
6,100,5,4,6,3,5,4,0,27,23,51,6
9,2,6,5,5,4,0,3,1,34,25,51,7
1,5,7,6,4,8,0,2,0,41,26,51,8
2,0,8,12,2,9,3,1,0,0,28,51,9
4,100,9,14,0,2,1,0,1,1,43,51,10
1,7,10,15,3,7,4,1,0,2,0,51,11
8,3,11,1,3,5,4,0,0,3,2,51,12
6,0,12,9,5,6,4,4,1,4,4,51,13
3,1,13,10,5,12,2,1,0,5,6,51,14
6,5,14,3,5,13,1,1,1,7,9,51,15
6,3,15,8,2,100,2,2,0,8,11,51,16
1,100,16,10,6,3,2,3,0,9,13,51,17
8,6,17,5,3,0,3,4,1,10,14,51,18
3,0,18,9,6,2,4,1,1,14,16,51,19
1,3,19,13,1,5,5,2,0,20,17,51,20
3,4,20,8,6,12,5,4,1,25,18,51,21
3,0,21,15,4,13,4,1,1,99,24,51,22
9,7,22,14,3,2,5,2,1,6,27,51,23
2,100,23,14,0,100,0,1,1,99,30,51,24
5,100,24,14,0,13,1,2,0,18,36,51,25
6,4,25,11,2,10,0,3,1,7,37,51,26
2,1,26,2,5,13,4,4,0,41,39,51,27
4,6,27,11,5,8,5,1,1,34,1,51,28
8,2,28,9,5,0,4,4,1,20,8,51,29
9,7,29,14,4,1,5,3,1,11,10,51,30
6,100,30,10,4,1,4,1,0,9,19,51,31
3,0,31,0,4,8,4,0,0,18,21,51,32
4,6,32,0,0,12,5,3,0,4,36,51,33
9,0,33,12,3,10,3,4,0,22,18,51,34
6,5,34,5,2,2,0,2,1,6,17,51,35
5,100,35,7,1,13,5,2,0,20,8,51,36
8,6,36,1,5,5,3,3,0,25,26,51,37
1,1,37,15,3,100,4,2,0,8,2,51,38
3,0,38,2,5,13,5,2,0,22,36,51,39
1,1,39,10,2,2,5,1,1,18,18,51,40
9,5,40,7,3,8,1,4,1,6,0,51,100
5,100,42,7,4,3,4,3,0,1,30,51,0
8,3,43,10,1,1,4,0,1,8,12,51,26
5,2,44,14,4,2,2,2,0,27,11,51,11
4,1,45,7,0,13,4,2,0,10,20,51,100
1,100,46,2,0,8,3,1,1,1,21,51,26
5,6,47,2,3,13,5,0,1,20,39,51,22
9,0,48,1,3,100,1,1,0,13,3,51,35
2,4,49,5,2,3,3,2,0,41,26,51,2
9,0,51,5,1,11,2,3,0,13,12,51,13
8,4,54,4,6,100,1,2,0,3,36,51,37
3,0,56,15,2,6,0,1,0,5,18,51,9
6,3,58,0,3,100,5,2,0,7,19,51,0
1,100,59,14,6,6,0,1,0,22,27,51,14
3,3,61,12,3,1,4,1,0,10,23,51,7
6,2,63,5,1,100,4,2,0,6,8,51,14
2,2,68,14,6,3,4,2,0,13,3,51,4
1,100,72,14,6,11,5,1,1,99,9,51,10
6,0,74,8,1,1,4,2,0,8,6,51,20
5,3,0,11,1,0,3,4,0,11,22,52,1
7,4,1,0,2,1,4,0,1,13,23,52,2
8,7,2,7,4,10,0,1,0,15,25,52,3
3,1,3,13,0,11,1,3,0,18,26,52,4
4,6,4,2,3,100,2,2,0,22,28,52,5
6,100,5,4,6,3,5,4,0,27,43,52,6
9,2,6,5,5,4,4,1,1,34,3,52,7
1,5,7,6,5,8,0,0,1,41,12,52,8
2,0,8,12,5,9,5,0,0,0,15,52,9
5,3,9,14,0,2,4,3,0,1,20,52,10
8,2,10,15,6,7,5,0,1,2,24,52,11
1,0,11,1,3,5,1,4,0,3,27,52,12
7,4,12,9,4,6,5,4,0,4,30,52,13
2,0,13,10,2,12,5,1,0,5,36,52,14
9,0,14,3,4,13,1,3,0,7,37,52,15
6,7,15,8,4,0,5,4,0,8,39,52,16
3,6,16,6,2,3,5,1,0,9,0,52,17
8,5,17,15,3,9,3,1,0,10,2,52,18
5,6,18,12,1,3,2,4,1,14,4,52,19
2,3,19,0,1,100,2,4,1,20,6,52,20
6,2,20,4,5,13,0,3,0,25,9,52,21
5,7,21,6,2,10,2,3,0,99,11,52,22
2,2,22,13,5,0,5,2,0,6,13,52,23
7,100,23,11,5,5,1,2,0,20,14,52,24
5,100,24,13,3,9,0,0,0,2,16,52,25
7,1,25,0,3,1,4,2,1,3,17,52,26
1,0,26,8,0,0,1,3,1,14,18,52,27
7,3,27,7,5,11,1,4,0,3,19,52,28
8,1,28,10,3,3,4,2,0,99,21,52,29
7,6,29,5,2,0,1,0,1,5,1,52,30
7,5,30,13,5,3,4,2,1,10,8,52,31
3,0,31,14,6,3,3,2,1,10,10,52,32
5,7,32,10,2,9,3,4,0,2,16,52,33
4,5,33,3,1,4,3,3,0,18,23,52,34
1,2,34,7,5,10,3,3,0,4,17,52,35
2,3,35,15,6,7,0,4,0,0,36,52,36
9,5,36,9,3,3,2,2,0,27,8,52,37
7,2,37,11,1,13,1,4,1,13,30,52,38
3,1,38,13,2,100,1,3,0,1,13,52,39
4,0,39,3,3,100,5,0,1,25,17,52,40
3,1,40,12,3,11,2,1,1,34,23,52,100
7,7,42,10,6,9,5,3,0,22,10,52,0
2,0,43,8,3,9,5,2,1,1,14,52,2
1,100,44,2,6,5,5,3,0,11,9,52,19
2,100,45,1,5,11,2,3,0,99,13,52,3
4,1,46,15,2,4,4,0,0,2,23,52,32
7,2,47,4,1,11,4,4,0,18,20,52,1
5,6,48,15,6,2,3,4,1,7,13,52,100
6,100,49,14,2,0,2,4,1,2,19,52,6
9,6,51,5,1,1,3,2,1,13,43,52,25
6,7,54,5,2,3,1,0,0,15,39,52,31
4,3,56,8,0,10,3,3,0,6,15,52,6
4,2,58,14,2,4,4,4,1,41,16,52,36
5,100,59,10,5,6,0,2,0,13,20,52,32
4,7,61,0,0,12,2,1,1,10,9,52,24
7,4,63,15,0,4,1,2,1,7,12,52,5
5,0,68,10,6,4,1,3,0,27,39,52,12
3,1,72,12,1,5,5,1,1,41,20,52,38
1,7,74,1,5,100,1,3,1,99,37,52,16
5,3,0,11,1,0,3,4,0,11,12,53,1
7,4,1,0,2,1,4,0,1,13,15,53,2
8,7,2,7,4,10,0,1,0,15,20,53,3
3,1,3,13,0,11,1,3,1,18,22,53,4
4,6,4,2,3,100,2,2,0,22,23,53,5
6,100,5,4,6,3,5,2,0,27,25,53,6
9,2,6,5,5,4,0,4,0,34,26,53,7
1,5,7,6,4,8,0,1,1,41,28,53,8
2,0,8,12,6,9,0,2,0,0,43,53,9
6,3,9,14,4,2,5,1,1,1,3,53,10
3,4,10,15,1,7,1,4,1,2,4,53,11
4,1,11,1,0,5,0,4,1,3,6,53,12
7,6,12,9,6,6,3,2,1,4,9,53,13
9,0,13,10,3,12,1,1,1,5,11,53,14
4,6,14,3,1,13,5,3,0,7,13,53,15
1,7,15,8,4,8,4,0,1,8,14,53,16
7,100,16,1,0,6,1,1,0,9,16,53,17
1,1,17,11,0,3,3,1,0,10,17,53,18
7,0,18,15,3,5,5,2,1,14,18,53,19
8,1,19,11,4,5,0,0,1,20,24,53,20
5,0,20,13,1,7,0,2,0,25,27,53,21
8,6,21,6,0,12,4,0,0,99,30,53,22
3,0,22,8,4,11,3,3,0,6,36,53,23
1,6,23,11,6,1,2,1,0,41,37,53,24
3,100,24,11,4,100,2,4,1,34,39,53,25
1,3,25,10,6,1,4,4,0,3,0,53,26
1,7,26,13,4,3,2,2,1,34,2,53,27
5,3,27,1,0,9,0,4,1,25,8,53,28
1,5,28,5,3,1,5,0,1,99,10,53,29
3,1,29,0,3,1,3,2,0,5,19,53,30
2,4,30,5,3,9,4,4,1,15,21,53,31
2,2,31,12,1,4,3,2,1,18,1,53,32
5,3,32,0,2,5,4,1,1,13,28,53,33
9,7,33,15,5,12,1,0,1,18,21,53,34
6,0,34,3,5,13,3,0,1,20,13,53,35
6,100,35,13,6,1,0,0,0,2,20,53,36
8,7,36,11,2,6,0,4,1,41,21,53,37
4,0,37,0,2,11,3,0,0,9,21,53,38
9,3,38,6,6,9,4,2,1,99,6,53,39
3,1,39,14,1,8,1,4,0,2,17,53,40
6,2,40,15,4,11,2,0,0,11,0,53,100
5,6,42,0,2,1,2,4,1,3,24,53,0
2,0,43,8,6,5,2,0,1,14,3,53,32
5,100,44,3,6,9,4,4,0,9,20,53,26
4,5,45,2,5,11,2,1,1,0,39,53,31
3,0,46,10,3,11,5,3,1,3,28,53,34
3,2,47,15,1,11,0,0,1,9,21,53,19
9,1,48,0,5,9,1,4,0,34,18,53,26
5,5,49,1,4,2,1,0,0,15,23,53,17
8,7,51,3,6,1,5,1,1,20,3,53,32
4,100,54,9,5,2,5,2,0,11,6,53,38
5,0,56,7,4,2,4,0,1,15,21,53,37
1,0,58,13,3,2,4,1,0,14,4,53,9
4,7,59,14,3,10,5,1,1,25,12,53,11
4,3,61,4,5,100,2,2,0,18,13,53,31
9,4,63,15,0,100,0,2,0,7,24,53,12
2,6,68,2,6,8,3,0,0,6,39,53,38
6,0,72,1,0,100,4,2,0,0,20,53,4
7,1,74,1,5,11,5,2,1,3,13,53,39
5,3,0,11,1,0,3,4,0,11,3,54,1
7,4,1,0,2,1,4,0,1,13,12,54,2
8,7,2,7,4,10,0,1,1,15,15,54,3
3,1,3,13,0,11,1,3,0,18,20,54,4
4,6,4,2,3,100,2,2,1,22,22,54,5
6,100,5,4,6,3,5,4,0,27,23,54,6
9,2,6,5,5,4,5,3,0,34,25,54,7
1,5,7,6,5,8,0,0,0,41,26,54,8
2,0,8,12,4,9,4,2,0,0,28,54,9
5,6,9,14,0,2,3,3,0,1,43,54,10
1,100,10,15,5,7,5,4,0,2,0,54,11
3,7,11,1,0,5,3,1,1,3,2,54,12
4,4,12,9,1,6,5,1,1,4,4,54,13
5,5,13,10,4,12,5,2,0,5,6,54,14
8,5,14,3,1,13,3,3,0,7,9,54,15
6,4,15,8,3,5,0,3,1,8,11,54,16
4,1,16,0,6,7,3,3,0,9,13,54,17
8,5,17,1,0,6,5,0,1,10,14,54,18
5,0,18,14,1,13,0,1,1,14,16,54,19
3,0,19,13,3,11,0,3,1,20,17,54,20
5,6,20,3,5,6,5,3,0,25,18,54,21
1,2,21,3,5,100,0,1,0,99,24,54,22
5,4,22,0,6,4,4,4,0,6,27,54,23
2,2,23,14,5,6,2,4,1,22,30,54,24
2,4,24,15,4,0,3,4,0,7,36,54,25
9,0,25,3,0,8,1,3,0,14,37,54,26
5,6,26,13,4,1,1,1,1,6,39,54,27
9,3,27,6,4,6,0,2,1,18,1,54,28
8,1,28,0,0,11,1,4,0,14,8,54,29
7,1,29,15,5,9,4,3,1,13,10,54,30
3,0,30,13,0,7,0,1,0,6,19,54,31
9,7,31,3,2,1,0,2,0,18,21,54,32
6,0,32,6,2,8,1,3,1,3,1,54,33
2,3,33,8,5,11,4,3,1,15,12,54,34
8,0,34,1,3,7,0,1,0,5,13,54,35
5,6,35,5,6,1,0,2,1,9,30,54,36
7,2,36,3,3,6,0,2,0,41,13,54,37
2,3,37,8,3,11,0,3,0,5,36,54,38
7,7,38,12,3,100,3,2,1,10,15,54,39
2,3,39,7,4,8,0,3,0,14,18,54,40
9,6,40,15,4,1,0,4,1,8,21,54,100
3,5,42,2,3,100,3,4,0,14,25,54,0
7,3,43,2,6,0,1,4,1,22,21,54,16
6,0,44,9,1,11,2,2,0,8,3,54,32
9,3,45,15,6,12,2,2,0,1,17,54,4
2,1,46,2,0,5,4,4,0,99,24,54,7
9,3,47,1,5,8,3,2,1,99,25,54,29
5,0,48,9,2,8,3,2,0,34,19,54,29
7,5,49,12,3,13,1,1,0,25,2,54,27
9,100,51,0,3,9,2,2,1,8,43,54,25
3,0,54,12,1,8,5,2,1,9,27,54,22
6,100,56,13,2,100,2,2,0,25,39,54,18
8,4,58,14,5,0,4,3,1,6,26,54,27
5,7,59,10,4,10,5,4,0,1,19,54,31
2,3,61,14,0,100,2,3,0,6,22,54,100
3,100,63,15,2,9,4,2,0,4,30,54,1
4,3,68,15,3,6,3,4,0,13,30,54,38
8,7,72,10,1,11,0,4,1,20,22,54,100
5,7,74,5,4,9,4,3,0,13,16,54,16
