# ACTS Test Suite Generation: Thu Jul 22 15:09:57 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 16
# Maximum number of values per parameter: 200
# Number of configurations: 20015
a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p
3,6,1,3,1,51,0,1,1,29,7,54,8,0,1,3
1,9,2,3,1,51,0,1,0,8,11,55,18,1,0,3
9,9,0,0,1,51,1,1,0,31,8,56,9,0,0,0
8,5,2,0,1,51,0,0,2,4,8,57,26,0,0,2
1,1,1,0,0,51,1,0,2,25,6,58,17,1,1,3
9,10,2,0,0,51,0,0,0,18,8,59,41,1,1,1
2,10,1,2,1,51,1,1,2,13,11,60,18,1,1,1
9,6,0,1,0,51,0,1,1,25,4,61,2,0,1,0
3,4,0,2,1,51,0,0,1,8,4,62,1,1,0,1
1,4,1,0,1,51,0,0,2,29,3,63,25,0,0,0
7,1,0,3,0,51,1,1,0,17,4,64,22,0,0,2
8,5,0,0,0,51,1,1,0,29,4,65,58,0,1,2
5,9,2,3,0,51,1,1,1,17,7,66,25,1,0,3
8,11,1,2,0,51,1,1,2,5,10,67,28,0,0,2
5,2,0,0,0,51,1,0,0,17,2,68,16,1,0,2
1,1,0,3,0,51,1,0,0,27,9,69,24,1,1,2
1,5,2,0,0,51,1,0,2,12,2,70,29,0,1,0
1,7,2,1,1,51,1,1,2,8,4,71,44,1,0,1
5,3,0,2,0,51,0,0,1,21,7,72,46,1,1,3
3,9,0,0,0,51,1,1,2,2,10,73,23,1,1,2
9,10,2,1,1,51,1,1,0,23,8,74,16,0,0,1
1,7,2,2,0,51,0,1,2,20,8,75,32,1,1,1
7,4,1,2,0,51,0,0,2,19,5,76,38,1,1,3
1,4,2,0,1,51,1,0,0,25,6,77,46,1,1,2
6,5,2,3,1,51,0,0,1,7,4,78,10,0,1,0
7,8,0,1,0,51,1,1,1,3,5,79,26,0,1,2
8,1,2,2,0,51,1,0,0,6,5,80,31,1,0,3
6,8,1,1,1,51,0,0,1,12,6,81,32,1,0,3
1,8,0,0,0,51,1,0,1,18,0,82,5,1,1,3
7,1,1,3,0,51,1,1,1,20,4,83,7,0,0,3
4,10,1,2,0,51,1,0,1,5,4,84,26,0,0,3
2,1,0,2,0,51,0,0,2,25,4,85,24,0,0,0
7,11,2,1,1,51,1,1,2,23,3,86,10,0,1,0
2,11,1,3,1,51,1,1,1,31,10,87,46,0,1,1
8,0,1,1,0,51,0,0,2,27,1,88,9,1,1,0
8,11,0,3,1,51,0,1,1,4,11,89,21,1,0,2
2,6,1,3,1,51,0,1,2,17,11,90,6,1,1,3
5,5,0,3,0,51,0,0,2,30,7,91,23,0,0,1
2,4,1,1,1,51,0,1,2,16,2,92,36,0,0,1
4,2,0,0,0,51,1,1,1,23,5,93,27,1,1,3
3,7,0,3,0,51,1,0,2,20,0,94,26,0,1,1
6,4,0,3,1,51,1,1,0,16,11,95,17,0,0,0
5,1,1,3,0,51,1,1,1,18,11,96,33,1,0,3
5,3,0,1,0,51,0,0,0,15,8,97,63,1,0,0
7,11,0,3,0,51,1,1,2,11,4,98,5,1,0,1
3,7,1,3,0,51,1,1,0,29,8,99,17,1,1,3
9,10,2,3,1,52,1,0,1,24,6,0,5,1,0,3
2,11,0,2,0,52,0,1,2,25,9,1,6,0,1,1
6,0,1,0,0,52,1,1,0,26,10,2,7,1,0,2
7,4,0,1,0,52,0,1,0,28,11,3,8,0,1,0
8,5,1,2,0,52,1,0,2,30,0,4,9,0,0,1
1,6,1,1,1,52,0,1,0,1,3,5,10,0,1,1
4,8,2,0,0,52,0,1,2,2,5,6,11,1,0,0
5,9,2,0,1,52,1,0,0,3,7,7,12,1,0,0
3,2,2,3,0,52,1,0,2,4,8,8,13,0,1,1
7,3,0,0,0,52,1,1,2,9,1,9,14,0,1,2
9,7,1,3,0,52,0,0,1,12,2,10,15,1,1,2
3,1,0,2,1,52,0,0,0,13,4,11,16,0,1,0
6,7,1,0,0,52,0,1,2,14,7,12,17,1,0,2
4,9,2,0,1,52,0,1,2,15,8,13,18,1,0,0
8,10,2,0,1,52,1,1,1,16,8,14,19,1,1,3
5,2,2,3,0,52,0,1,2,17,10,15,20,0,0,3
3,7,0,1,1,52,0,1,0,18,1,16,21,0,0,1
6,5,1,0,0,52,0,1,2,19,0,17,22,0,1,2
1,9,0,2,0,52,0,0,2,20,6,18,23,0,1,0
8,10,2,0,0,52,1,0,2,21,10,19,24,0,1,2
3,8,1,3,0,52,1,1,0,23,2,20,25,0,0,1
9,6,1,2,0,52,1,0,2,27,9,21,26,1,0,1
1,7,0,2,0,52,0,0,2,29,0,22,27,0,0,3
9,6,2,3,0,52,1,1,1,31,9,23,28,0,1,0
2,8,0,2,1,52,1,0,1,5,11,24,29,0,0,1
9,7,0,1,1,52,1,0,2,6,7,25,30,1,0,3
6,5,0,0,1,52,0,0,1,7,4,26,31,0,0,0
8,10,1,1,0,52,1,1,1,8,9,27,32,1,0,0
7,4,1,3,1,52,0,1,0,10,3,28,33,1,0,1
6,5,2,0,0,52,1,0,1,11,5,29,34,1,1,3
1,2,1,1,0,52,0,0,1,22,10,30,35,0,0,1
5,8,2,3,0,52,1,1,1,10,5,31,36,0,0,1
8,8,0,0,0,52,1,0,2,17,3,32,37,1,0,3
3,9,0,1,1,52,0,1,0,18,8,33,38,1,1,1
3,11,0,1,0,52,0,0,1,24,7,34,39,0,1,2
5,2,2,3,0,52,1,0,2,17,3,35,41,0,1,1
1,4,0,3,0,52,0,1,2,23,11,36,43,0,1,0
3,9,2,0,1,52,0,0,2,26,2,37,44,0,0,2
6,1,2,3,0,52,1,1,0,17,4,38,46,1,0,0
1,7,2,1,1,52,1,1,2,23,0,39,50,0,0,1
2,10,1,0,1,52,0,0,0,19,1,40,51,0,0,3
2,9,0,2,1,52,1,1,1,3,4,41,55,0,0,1
2,4,1,0,1,52,1,0,0,21,6,42,58,0,1,3
7,0,1,0,1,52,1,1,0,9,2,43,63,0,0,2
1,10,0,2,1,52,0,0,2,5,0,44,1,1,1,1
6,3,2,1,1,52,0,1,0,13,1,45,2,0,0,0
3,0,2,0,1,52,0,1,1,17,2,46,3,0,1,1
2,10,0,3,1,52,0,1,2,30,4,47,4,0,0,0
6,6,1,1,0,52,1,0,2,23,3,48,10,1,0,3
3,1,1,1,1,52,0,1,2,13,9,49,19,0,1,1
7,9,2,3,0,52,1,1,0,25,5,50,38,0,0,2
8,5,1,3,0,52,0,1,1,22,4,51,15,0,0,1
1,4,1,2,1,52,0,0,0,2,6,52,63,0,0,1
5,4,1,1,0,52,0,1,2,4,11,53,18,0,0,3
1,6,0,2,0,52,0,0,2,21,6,54,24,1,1,2
2,10,0,0,0,52,0,1,1,20,7,55,24,0,0,2
8,1,2,0,0,52,1,1,1,17,1,56,2,0,1,2
8,11,0,1,0,52,1,0,0,25,0,57,31,1,1,1
2,1,1,1,1,52,0,0,0,25,1,58,34,1,1,3
5,1,1,2,1,52,1,0,1,17,6,59,12,1,1,0
1,6,0,0,1,52,0,1,1,15,3,60,10,0,1,2
4,11,2,2,1,52,1,1,1,8,9,61,2,0,0,2
4,1,1,3,1,52,1,1,1,25,6,62,41,1,1,0
3,2,0,0,0,52,0,1,2,15,5,63,5,1,0,3
7,11,2,0,0,52,0,1,0,17,4,64,37,0,0,1
3,1,0,3,0,52,0,1,1,6,6,65,37,1,0,2
4,3,0,0,1,52,1,1,2,29,2,66,15,1,0,2
5,0,1,2,1,52,0,1,1,23,8,67,51,1,1,2
4,1,1,1,1,52,0,0,0,1,2,68,15,1,1,0
4,2,2,2,0,52,0,0,0,22,6,69,20,1,0,2
9,4,2,2,1,52,0,0,2,16,2,70,15,1,1,1
5,8,2,2,0,52,0,1,1,28,5,71,4,1,1,0
1,4,0,0,0,52,0,1,2,13,0,72,10,1,1,2
2,6,1,3,0,52,0,1,2,24,0,73,55,0,1,2
8,1,0,2,0,52,0,1,1,6,6,74,15,0,1,3
7,1,0,3,1,52,0,1,1,12,8,75,39,0,0,0
9,8,1,3,1,52,0,0,1,30,2,76,23,1,1,1
4,8,1,3,0,52,0,0,2,31,6,77,19,0,1,0
5,4,1,3,1,52,1,1,0,4,10,78,11,0,1,3
2,4,1,1,0,52,0,1,1,13,0,79,8,0,1,3
5,3,2,0,0,52,1,1,2,31,3,80,11,0,0,2
3,10,0,3,0,52,0,0,1,4,1,81,7,0,0,1
8,0,2,3,1,52,1,0,2,6,1,82,63,1,0,2
1,8,0,1,1,52,1,1,2,8,4,83,50,1,1,3
2,3,0,2,1,52,1,1,1,4,8,84,44,1,1,0
5,0,1,3,0,52,1,0,2,6,0,85,50,0,0,0
7,11,2,0,1,52,1,1,0,26,1,86,12,0,1,3
9,9,0,3,0,52,1,1,1,7,7,87,38,0,0,0
5,11,1,1,1,52,1,0,0,28,11,88,51,0,1,1
2,5,1,3,0,52,0,1,2,1,5,89,27,1,0,1
3,5,2,2,1,52,1,0,1,10,1,90,33,0,1,1
5,0,2,3,1,52,0,1,1,13,1,91,31,0,1,3
2,2,0,0,1,52,0,0,2,12,6,92,13,1,1,1
2,3,1,2,0,52,1,1,2,13,3,93,26,0,1,1
5,11,1,2,0,52,0,0,1,14,4,94,2,0,0,2
7,8,2,3,0,52,1,0,0,12,4,95,33,1,1,2
5,1,1,3,1,52,1,0,2,4,1,96,41,1,1,0
5,2,0,2,0,52,1,0,0,4,3,97,37,0,1,3
4,6,0,3,0,52,1,0,0,13,8,98,35,1,1,1
4,9,2,0,0,52,1,1,0,7,4,99,38,1,1,0
9,4,2,3,1,53,1,0,1,24,6,0,5,1,0,3
2,10,0,2,0,53,0,1,2,25,9,1,6,0,1,1
6,11,1,0,0,53,1,1,0,26,10,2,7,0,1,2
7,0,1,1,0,53,1,0,0,28,11,3,8,0,1,0
8,2,2,0,0,53,1,0,2,30,0,4,9,1,0,3
1,3,2,2,0,53,1,0,0,1,3,5,10,0,0,3
4,5,1,1,1,53,0,0,2,2,5,6,11,0,1,1
5,6,2,2,1,53,0,0,2,3,7,7,12,0,1,0
3,8,1,1,1,53,1,0,1,4,8,8,13,0,0,3
6,9,1,1,1,53,1,1,2,9,1,9,14,1,0,1
1,1,0,0,1,53,1,1,2,12,2,10,15,0,1,0
5,7,0,2,0,53,0,0,2,13,4,11,16,0,1,3
8,3,1,1,0,53,0,0,0,14,0,12,17,0,1,1
4,10,1,3,0,53,0,0,1,15,10,13,18,0,1,2
4,10,1,3,1,53,0,0,2,16,11,14,19,1,1,3
2,10,2,1,1,53,1,1,2,17,1,15,20,1,1,2
6,10,1,2,0,53,0,0,0,18,10,16,21,0,0,3
7,5,0,1,1,53,1,0,0,19,10,17,22,0,0,3
7,6,1,1,1,53,1,1,2,20,1,18,23,0,1,2
5,3,0,2,0,53,1,0,0,21,2,19,24,0,0,3
6,11,1,1,1,53,1,1,1,23,6,20,25,1,1,1
7,10,2,2,0,53,0,1,0,27,4,21,26,0,0,2
5,8,0,1,1,53,0,1,1,29,2,22,27,0,1,2
2,7,0,2,0,53,1,1,0,31,1,23,28,1,1,3
8,2,1,3,1,53,1,1,0,5,3,24,29,0,0,1
5,10,1,2,1,53,0,1,2,6,1,25,30,0,1,3
1,11,2,0,1,53,1,1,0,7,8,26,31,0,1,2
9,0,2,3,0,53,1,0,1,8,5,27,32,0,0,1
9,9,0,1,0,53,0,1,2,10,5,28,33,0,0,1
1,3,0,1,1,53,1,0,0,11,7,29,34,0,1,3
3,10,1,3,0,53,1,0,2,22,4,30,35,1,1,1
5,6,0,0,0,53,0,1,2,11,7,31,36,1,0,3
8,1,1,1,0,53,1,0,2,4,0,32,37,1,0,1
5,6,2,0,0,53,0,1,0,14,5,33,38,0,1,2
3,7,2,0,0,53,1,1,0,2,1,34,39,1,1,3
7,7,0,3,1,53,1,1,1,8,9,35,41,1,1,3
8,9,0,1,0,53,0,1,2,21,11,36,43,1,0,1
2,10,1,3,1,53,1,0,2,28,8,37,44,0,0,3
6,10,0,2,0,53,1,1,0,6,0,38,46,0,0,1
4,1,0,1,0,53,1,0,1,18,8,39,50,0,0,3
1,9,0,0,1,53,1,0,1,20,4,40,51,0,1,3
9,6,2,3,1,53,0,1,1,6,0,41,55,1,0,2
9,10,1,0,1,53,1,1,1,14,11,42,58,0,1,2
2,6,1,3,0,53,1,1,0,7,5,43,63,1,1,0
4,2,0,1,1,53,1,0,0,15,10,44,1,0,0,1
8,5,2,1,0,53,1,0,2,25,7,45,2,0,1,1
9,11,2,1,1,53,0,1,1,18,5,46,3,1,0,1
2,1,1,1,0,53,1,1,1,14,9,47,4,0,1,2
7,6,1,2,1,53,1,1,1,18,2,48,6,1,1,3
7,9,2,3,0,53,1,0,0,16,11,49,36,0,1,3
4,7,2,3,1,53,1,0,1,17,2,50,11,0,1,3
9,8,2,0,0,53,1,0,2,4,8,51,43,0,1,3
3,6,2,1,0,53,1,1,2,9,6,52,50,0,1,1
9,10,1,1,1,53,0,0,1,13,6,53,1,1,0,1
7,6,2,2,0,53,0,1,2,7,4,54,36,1,1,3
5,9,1,0,1,53,0,1,0,10,6,55,28,1,1,0
3,7,0,1,1,53,0,0,0,1,11,56,22,0,0,2
3,9,0,2,0,53,1,1,1,21,4,57,22,0,0,3
5,5,1,3,0,53,0,0,1,8,11,58,31,0,0,1
8,6,1,1,1,53,0,1,1,9,3,59,24,1,0,3
2,2,0,0,1,53,1,0,1,10,6,60,2,0,0,1
1,9,0,3,0,53,1,0,2,19,5,61,33,1,1,2
7,7,0,0,0,53,0,0,2,24,2,62,36,0,1,0
8,8,2,3,1,53,1,1,1,7,0,63,26,1,1,1
6,11,0,1,1,53,1,0,0,27,5,64,14,0,0,0
3,5,0,2,1,53,1,1,1,24,9,65,32,0,0,3
9,7,0,0,0,53,1,1,1,11,6,66,44,1,1,3
8,6,2,1,1,53,0,0,0,23,3,67,19,0,1,0
6,11,2,3,1,53,1,0,1,3,7,68,14,1,0,1
7,11,0,2,1,53,0,1,2,14,10,69,3,1,0,1
1,10,2,0,0,53,0,0,2,15,0,70,13,0,0,2
2,1,1,1,1,53,0,0,2,25,1,71,34,1,0,3
1,6,1,0,1,53,0,0,0,1,11,72,36,1,1,2
4,11,1,2,1,53,1,1,0,2,1,73,29,1,0,0
9,6,0,3,1,53,0,0,2,15,1,74,43,0,1,1
9,4,0,3,1,53,0,1,1,18,11,75,29,1,1,1
2,8,2,0,0,53,1,1,2,13,9,76,8,0,1,0
6,11,1,1,1,53,0,0,0,2,2,77,35,0,1,2
5,11,0,1,0,53,0,0,0,27,8,78,31,1,0,0
1,0,0,3,1,53,0,1,2,23,6,79,24,0,0,1
5,10,1,3,1,53,0,1,0,23,6,80,63,1,1,1
2,7,1,1,1,53,0,0,1,28,1,81,10,0,1,1
8,8,0,3,0,53,0,1,2,3,1,82,55,1,1,2
6,3,2,1,1,53,1,1,0,29,8,83,26,0,0,2
8,8,0,1,0,53,0,0,0,30,0,84,8,0,0,2
2,10,1,0,0,53,1,0,1,18,10,85,46,1,1,3
1,6,0,1,1,53,0,0,0,15,5,86,25,1,1,3
5,3,2,2,1,53,0,0,2,22,1,87,30,0,1,1
1,7,0,0,0,53,0,1,1,7,7,88,26,1,0,3
8,2,0,2,1,53,1,0,0,22,2,89,17,0,1,0
6,6,2,2,1,53,0,1,2,29,11,90,22,0,0,3
3,11,1,3,1,53,0,0,2,9,4,91,30,0,0,0
6,7,0,1,1,53,0,0,0,24,11,92,20,1,1,0
7,10,2,0,0,53,1,0,2,20,0,93,24,1,0,0
7,9,0,1,1,53,1,0,1,16,3,94,28,1,1,3
8,3,0,3,1,53,0,1,2,9,0,95,8,1,1,1
4,1,2,3,0,53,0,0,1,31,4,96,24,1,0,1
1,6,0,1,1,53,0,1,1,13,1,97,30,1,0,2
9,6,0,0,0,53,0,1,0,6,6,98,19,1,0,2
7,3,2,3,0,53,0,1,0,25,3,99,27,1,1,0
9,10,2,3,1,54,1,0,1,24,6,0,5,1,0,3
2,11,0,2,0,54,0,1,2,25,9,1,6,0,1,1
6,0,1,0,1,54,0,0,0,26,10,2,7,1,0,2
7,4,0,1,0,54,0,1,1,28,11,3,8,0,0,0
8,5,1,0,1,54,0,0,0,30,0,4,9,1,0,3
1,6,1,2,1,54,1,1,0,1,3,5,10,1,0,0
4,8,0,0,1,54,1,0,0,2,5,6,11,0,0,3
5,9,2,2,0,54,1,1,1,3,7,7,12,1,1,3
3,2,0,1,0,54,1,1,0,4,8,8,13,0,0,1
4,3,0,3,1,54,0,0,2,9,1,9,14,1,0,3
9,7,0,3,0,54,1,1,0,12,2,10,15,1,1,1
2,1,1,2,1,54,0,0,2,13,4,11,16,1,0,2
6,6,1,3,0,54,0,1,1,14,11,12,17,0,0,2
6,11,0,1,1,54,1,0,1,15,6,13,18,1,1,2
6,7,2,1,1,54,0,1,1,16,3,14,19,1,1,0
4,8,1,3,0,54,0,1,2,17,2,15,20,1,1,0
7,4,2,3,1,54,0,1,1,18,2,16,21,0,1,2
1,5,0,2,0,54,1,1,0,19,8,17,22,0,1,1
5,1,1,1,0,54,1,0,2,20,6,18,23,0,1,1
8,11,2,1,0,54,1,1,0,21,0,19,24,1,1,0
1,9,0,0,0,54,1,0,2,23,3,20,25,1,1,2
3,7,2,2,1,54,1,0,1,27,8,21,26,0,0,0
3,5,1,1,0,54,0,0,2,29,3,22,27,1,0,3
7,6,0,3,1,54,0,0,2,31,9,23,28,1,0,2
6,9,2,1,0,54,1,0,1,5,4,24,29,0,0,2
4,1,0,3,1,54,0,0,0,6,6,25,30,1,1,2
8,0,2,3,1,54,0,0,1,7,2,26,31,0,0,1
5,0,2,3,0,54,0,1,1,8,5,27,32,1,1,2
9,11,1,3,1,54,1,1,1,10,6,28,33,1,1,2
3,5,0,1,1,54,0,1,1,11,5,29,34,1,0,2
5,1,0,0,1,54,1,1,2,22,9,30,35,0,0,2
4,3,1,1,1,54,0,0,0,12,4,31,36,1,1,1
2,3,0,3,1,54,0,0,1,30,9,32,37,0,1,1
9,3,0,2,1,54,1,1,0,13,2,33,38,1,0,0
7,0,2,1,1,54,0,0,1,4,9,34,39,1,0,0
7,0,2,3,1,54,0,1,0,30,2,35,41,1,1,3
5,1,2,1,1,54,0,1,0,7,3,36,43,1,1,1
5,6,0,2,0,54,0,0,2,29,3,37,44,1,1,3
9,1,1,1,0,54,0,0,2,14,9,38,46,0,0,1
6,3,1,3,1,54,1,1,0,2,10,39,50,1,1,2
5,2,1,1,1,54,0,1,0,5,6,40,51,0,1,2
9,6,1,2,1,54,0,0,0,12,5,41,55,0,0,2
6,11,1,2,0,54,0,1,0,30,2,42,58,0,1,0
7,10,2,0,1,54,1,0,2,25,0,43,63,0,1,1
2,11,1,1,0,54,1,0,0,14,7,44,1,0,0,3
4,8,0,0,0,54,0,0,2,23,5,45,2,1,0,2
7,9,0,1,1,54,0,0,1,29,0,46,3,0,0,2
5,9,2,3,0,54,1,1,1,1,4,47,4,0,1,2
9,4,1,3,0,54,0,0,0,10,0,48,33,1,1,2
7,2,2,1,0,54,0,0,1,10,0,49,50,1,0,1
5,7,2,1,0,54,0,1,1,11,2,50,63,1,0,2
2,8,1,3,1,54,0,1,1,5,4,51,31,0,1,3
6,4,1,3,1,54,0,1,0,8,8,52,50,0,1,3
9,4,2,3,0,54,1,1,0,4,3,53,35,0,0,2
3,11,0,1,0,54,0,0,1,2,4,54,9,0,0,1
7,1,2,1,0,54,1,0,1,5,1,55,13,1,0,2
8,8,0,2,1,54,1,0,2,21,9,56,44,0,0,1
5,7,1,3,0,54,1,1,0,29,1,57,23,0,0,3
1,10,2,3,0,54,1,1,2,18,5,58,5,0,0,3
5,11,2,2,0,54,0,0,1,31,9,59,27,0,0,3
1,2,0,2,0,54,1,1,0,10,2,60,12,0,0,2
8,2,0,2,0,54,0,0,2,2,1,61,7,1,0,2
3,1,2,3,0,54,1,0,2,3,0,62,15,1,1,3
1,3,0,3,0,54,1,1,2,17,0,63,25,0,1,1
4,1,2,0,1,54,1,0,0,4,2,64,6,1,1,1
5,11,0,2,1,54,0,0,2,25,8,65,41,1,0,2
5,9,0,1,1,54,0,0,1,1,3,66,4,1,1,1
5,0,0,3,1,54,1,1,0,9,9,67,27,1,0,0
3,8,2,0,0,54,0,1,2,7,9,68,30,1,0,1
6,6,2,2,1,54,0,1,1,11,5,69,51,1,1,2
1,4,2,0,1,54,0,0,2,29,2,70,34,0,0,2
5,11,0,3,1,54,1,0,1,9,3,71,22,0,0,0
2,9,0,3,1,54,0,0,0,27,7,72,50,1,0,2
1,6,2,0,0,54,0,1,0,18,11,73,29,0,0,2
6,8,1,2,0,54,0,0,1,13,7,74,11,1,1,3
4,10,1,3,0,54,0,0,1,31,2,75,1,0,1,3
6,2,0,3,1,54,1,1,2,28,4,76,10,0,0,3
7,5,1,2,1,54,0,1,1,10,7,77,16,0,0,1
4,1,0,0,1,54,0,0,2,10,5,78,18,0,1,0
1,7,1,2,0,54,1,0,1,4,9,79,7,1,1,2
2,6,2,3,0,54,0,0,1,5,3,80,36,1,1,0
3,2,1,2,1,54,0,1,2,1,7,81,33,1,0,3
3,2,0,2,1,54,0,0,0,12,9,82,11,0,1,3
9,8,0,1,0,54,0,1,1,14,10,83,2,0,0,3
6,7,2,1,1,54,0,1,0,21,0,84,7,1,0,2
3,9,1,1,0,54,1,0,2,5,2,85,27,1,0,2
4,7,2,0,1,54,0,0,1,18,8,86,51,0,1,2
4,8,0,0,1,54,0,1,2,20,9,87,33,1,1,2
6,11,1,1,1,54,0,0,2,20,11,88,36,1,1,2
5,0,1,0,0,54,1,1,0,19,1,89,30,0,0,2
3,2,0,2,1,54,1,0,2,13,7,90,34,1,1,1
1,3,1,1,1,54,1,1,2,9,2,91,33,0,1,2
3,10,0,1,1,54,0,1,0,4,10,92,28,0,0,1
2,10,2,1,1,54,0,1,0,7,9,93,10,0,1,2
9,9,2,1,1,54,1,0,1,20,3,94,20,0,1,1
8,9,0,0,0,54,0,0,1,15,7,95,6,1,1,1
2,0,0,3,1,54,1,1,1,19,8,96,36,0,0,2
2,11,2,1,1,54,1,0,1,16,0,97,17,1,1,2
4,0,1,2,1,54,0,1,2,31,8,98,33,0,1,1
8,6,1,0,1,54,0,1,1,5,3,99,34,1,0,1
9,4,2,3,1,55,1,0,1,24,6,0,5,1,0,3
2,10,0,2,0,55,0,1,2,25,9,1,6,0,1,1
6,11,1,0,1,55,1,1,0,26,10,2,7,1,1,2
7,0,2,1,0,55,1,1,2,28,11,3,8,0,0,0
8,2,1,1,1,55,0,1,0,30,0,4,9,0,0,2
1,3,1,3,0,55,1,0,0,1,3,5,10,0,1,0
4,5,2,0,1,55,0,1,0,2,5,6,11,0,0,2
5,6,2,0,0,55,1,0,2,3,7,7,12,1,0,3
3,8,1,2,1,55,1,0,1,4,8,8,13,1,0,3
6,9,2,2,1,55,1,1,1,9,1,9,14,1,0,0
7,1,1,1,1,55,1,1,2,12,2,10,15,0,0,1
5,7,0,2,0,55,0,1,2,13,4,11,16,1,0,1
2,7,0,1,1,55,1,0,0,14,7,12,17,1,0,3
2,4,1,3,1,55,0,0,1,15,4,13,18,1,1,0
2,3,1,1,1,55,0,1,0,16,10,14,19,0,1,0
8,7,2,0,0,55,0,0,2,17,6,15,20,0,1,2
5,11,1,3,0,55,1,0,2,18,9,16,21,0,0,3
4,0,1,1,0,55,1,1,1,19,10,17,22,0,1,1
3,1,0,2,1,55,1,1,2,20,8,18,23,1,1,0
6,3,1,2,1,55,1,0,2,21,8,19,24,1,0,3
6,11,1,0,0,55,0,0,2,23,1,20,25,1,1,0
7,10,1,1,1,55,1,1,2,27,1,21,26,1,1,3
5,8,1,3,0,55,0,1,1,29,8,22,27,1,0,1
4,9,1,0,0,55,1,0,0,31,4,23,28,0,0,1
3,4,2,1,1,55,0,0,2,5,11,24,29,1,0,2
9,5,2,3,1,55,0,1,0,6,2,25,30,0,1,3
8,11,2,1,1,55,1,0,0,7,3,26,31,0,0,0
2,11,2,0,1,55,1,1,1,8,3,27,32,0,0,0
2,1,2,1,0,55,1,1,0,10,11,28,33,0,1,3
7,1,2,1,0,55,1,0,0,11,11,29,34,0,1,2
7,1,1,1,0,55,1,0,0,22,1,30,35,0,1,1
5,7,2,2,0,55,0,1,1,4,1,31,36,0,1,3
2,11,1,0,1,55,0,0,1,24,2,32,37,0,1,0
3,11,2,0,1,55,1,0,1,20,4,33,38,0,0,3
1,7,2,3,1,55,0,0,2,17,11,34,39,0,0,2
7,6,2,0,1,55,0,1,2,13,4,35,41,1,1,2
9,4,1,1,1,55,0,0,2,15,3,36,43,1,0,1
3,3,0,1,1,55,0,1,2,13,10,37,44,0,1,0
9,8,1,2,0,55,1,1,2,28,0,38,46,0,0,1
5,5,1,2,1,55,1,1,1,8,4,39,50,0,1,2
9,5,1,3,0,55,0,0,0,5,7,40,51,1,0,1
1,4,0,2,0,55,0,0,1,15,2,41,55,1,0,1
1,9,1,1,0,55,1,0,2,8,1,42,58,1,0,3
2,11,1,3,0,55,0,0,2,5,8,43,63,0,0,3
5,10,2,2,0,55,0,1,0,26,3,44,1,1,1,3
2,9,1,3,0,55,0,0,1,17,4,45,2,1,0,1
8,9,1,3,1,55,1,1,2,7,0,46,3,1,0,2
5,11,1,1,0,55,0,1,1,4,4,47,4,1,1,1
4,8,1,0,0,55,0,1,1,15,8,48,31,1,1,0
1,7,0,3,0,55,0,1,1,21,7,49,34,1,1,0
9,1,1,3,1,55,1,0,0,18,10,50,17,0,0,1
1,4,0,1,1,55,0,1,1,14,8,51,63,0,0,0
3,2,1,3,1,55,0,0,1,12,11,52,4,0,1,2
1,2,1,3,1,55,0,1,1,1,6,53,16,1,1,0
2,7,1,3,1,55,0,0,2,5,3,54,18,0,1,1
1,2,2,1,0,55,0,0,2,12,9,55,12,0,1,2
6,5,2,3,0,55,0,1,1,1,7,56,33,0,0,0
6,9,0,0,0,55,1,1,0,19,9,57,41,0,0,1
4,1,2,2,1,55,1,1,2,30,0,58,31,0,1,3
8,0,1,2,1,55,1,1,0,24,9,59,5,0,0,0
1,6,2,2,0,55,1,1,1,20,11,60,14,1,0,1
5,2,1,3,0,55,0,0,2,11,4,61,29,0,1,3
6,9,0,1,1,55,1,0,1,29,11,62,6,0,0,0
4,10,0,2,0,55,0,1,0,23,7,63,63,0,0,2
3,0,1,1,0,55,1,0,2,29,7,64,33,0,0,0
3,5,1,1,1,55,1,1,0,22,3,65,21,1,0,2
9,8,2,3,1,55,0,0,1,29,0,66,9,1,0,1
2,5,1,0,1,55,0,0,1,3,10,67,5,0,0,1
7,1,1,2,1,55,0,0,2,25,3,68,5,1,0,1
2,8,2,3,0,55,1,0,0,26,6,69,44,1,0,3
9,5,1,3,0,55,1,1,0,1,7,70,44,1,1,0
6,7,2,0,0,55,1,1,1,6,3,71,13,1,0,1
4,8,1,1,1,55,1,0,2,24,10,72,38,0,0,2
7,8,2,1,0,55,0,1,1,24,2,73,21,0,0,0
6,2,1,1,0,55,1,0,2,24,2,74,31,0,0,2
2,3,2,3,0,55,1,0,1,13,6,75,35,1,0,0
8,11,1,3,1,55,0,1,1,12,7,76,2,1,1,2
7,0,2,0,0,55,1,0,2,4,3,77,35,0,1,2
9,1,1,1,1,55,1,0,0,10,8,78,15,0,1,0
1,9,2,0,1,55,1,0,0,29,5,79,22,1,1,1
9,9,1,3,1,55,1,0,1,14,4,80,24,0,1,0
4,3,0,0,1,55,1,0,0,26,0,81,3,0,1,0
5,11,1,0,0,55,0,1,1,20,4,82,18,0,1,3
7,9,2,0,1,55,1,0,2,10,10,83,20,0,0,1
9,11,2,2,1,55,0,0,2,1,3,84,27,1,1,2
5,6,1,3,1,55,1,1,0,6,10,85,4,1,1,1
7,9,0,0,1,55,0,0,1,17,0,86,35,0,1,1
